actual_price,discount,name,price_without_discount,rating,specification,total_ratings
"₹9,299",38% off,"REDMI 10 (Shadow Black, 64 GB)","₹,14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,94,416 Ratings "
"₹14,999",37% off,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","₹,23,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase","1,63,114 Ratings "
"₹9,299",38% off,"REDMI 10 (Midnight Black, 64 GB)","₹,14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,94,416 Ratings "
"₹11,999",20% off,"realme C35 (Glowing Black, 128 GB)","₹,14,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,71,600 Ratings "
"₹65,999",17% off,"APPLE iPhone 14 (Purple, 128 GB)","₹,79,900",4.7,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","18,711 Ratings "
"₹14,999",37% off,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","₹,23,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase","1,63,114 Ratings "
"₹14,499",27% off,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹,19,990",4.5,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","91,960 Ratings "
"₹14,499",27% off,"vivo T1 44W (Starry Sky, 128 GB)","₹,19,990",4.5,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","91,960 Ratings "
"₹10,799",36% off,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)","₹,16,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
"₹10,799",36% off,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","₹,16,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
"₹15,999",23% off,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹,20,990",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","52,575 Ratings "
"₹14,999",37% off,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","₹,23,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase","1,63,114 Ratings "
"₹65,999",17% off,"APPLE iPhone 14 (Blue, 128 GB)","₹,79,900",4.7,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","18,711 Ratings "
"₹13,099",22% off,"POCO M4 Pro 5G (Yellow, 64 GB)","₹,16,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor,One Year for Handset, 6 Months for Accessories","42,198 Ratings "
"₹15,999",23% off,"vivo T1 44W (Starry Sky, 128 GB)","₹,20,990",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","52,575 Ratings "
"₹17,999",24% off,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹,23,990",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","6,049 Ratings "
"₹73,999",17% off,"APPLE iPhone 14 Plus (Purple, 128 GB)","₹,89,900",4.7,"128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","4,675 Ratings "
"₹73,999",17% off,"APPLE iPhone 14 Plus (Starlight, 128 GB)","₹,89,900",4.7,"128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","4,675 Ratings "
"₹38,999",11% off,"APPLE iPhone 11 (White, 64 GB)","₹,43,900",4.6,"64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year","1,86,181 Ratings "
"₹15,999",27% off,"POCO M4 Pro 5G (Cool Blue, 128 GB)","₹,21,999",4.2,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor,One Year for Handset, 6 Months for Accessories","13,654 Ratings "
"₹10,799",36% off,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)","₹,16,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
"₹15,099",24% off,"POCO M4 Pro 5G (Yellow, 128 GB)","₹,19,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor,One Year for Handset, 6 Months for Accessories","49,704 Ratings "
"₹11,999",25% off,"POCO M4 5G (Cool Blue, 64 GB)","₹,15,999",4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,1 Year Warranty for Handset and 6 Months for Accessories","56,668 Ratings "
"₹18,499",28% off,"POCO X4 Pro 5G (Laser Blue, 128 GB)","₹,25,999",4.2,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor,One Year for Handset, 6 Months for Accessories","18,138 Ratings "
"₹11,999",25% off,"POCO M4 5G (Power Black, 64 GB)","₹,15,999",4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,1 Year Warranty for Handset and 6 Months for Accessories","56,668 Ratings "
"₹13,999",26% off,"POCO M4 5G (Power Black, 128 GB)","₹,18,999",4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,1 Year Warranty for Handset and 6 Months for Accessories","28,572 Ratings "
"₹73,999",17% off,"APPLE iPhone 14 Plus (Midnight, 128 GB)","₹,89,900",4.7,"128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","4,675 Ratings "
"₹12,999",18% off,"realme C35 (Glowing Black, 128 GB)","₹,15,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","15,349 Ratings "
"₹12,999",18% off,"realme C35 (Glowing Green, 128 GB)","₹,15,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","15,349 Ratings "
"₹8,499",26% off,"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)","₹,11,499",4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium-Ion Battery,Mediatek Helio P35 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories","3,550 Ratings "
"₹17,999",24% off,"vivo T1 44W (Starry Sky, 128 GB)","₹,23,990",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","6,049 Ratings "
"₹9,299",38% off,"REDMI 10 (Sunrise Orange, 64 GB)","₹,14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,94,416 Ratings "
"₹38,999",11% off,"APPLE iPhone 11 (Black, 64 GB)","₹,43,900",4.6,"64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year","1,86,181 Ratings "
"₹13,999",39% off,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","₹,22,999",4.2,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase","37,667 Ratings "
"₹18,499",28% off,"POCO X4 Pro 5G (Laser Black, 128 GB)","₹,25,999",4.2,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor,One Year for Handset, 6 Months for Accessories","18,138 Ratings "
"₹28,999",34% off,"Google Pixel 6a (Chalk, 128 GB)","₹,43,999",4.3,"6 GB RAM | 128 GB ROM,15.6 cm (6.14 inch) Full HD+ Display,12.2MP + 12MP | 8MP Front Camera,4410 mAh Battery,Google Tensor Processor,1 Year Brand Warranty","31,302 Ratings "
"₹6,999",30% off,"POCO C50 (Royal Blue, 32 GB)","₹,9,999",4.2,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor, Upto 2.0 GHz Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","2,031 Ratings "
"₹11,999",25% off,"POCO M4 5G (Yellow, 64 GB)","₹,15,999",4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,1 Year Warranty for Handset and 6 Months for Accessories","56,668 Ratings "
"₹9,799",34% off,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)","₹,14,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
"₹5,749",36% off,"POCO C50 (Country Green, 32 GB)","₹,8,999",4.4,"2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor, Upto 2.0 GHz Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","3,353 Ratings "
"₹5,749",36% off,"POCO C50 (Royal Blue, 32 GB)","₹,8,999",4.4,"2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor, Upto 2.0 GHz Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","3,353 Ratings "
"₹9,799",34% off,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","₹,14,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
"₹9,799",34% off,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","₹,14,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
"₹9,299",38% off,"REDMI 10 (Pacific Blue, 64 GB)","₹,14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,94,416 Ratings "
"₹9,299",38% off,"REDMI 10 (Caribbean Green, 64 GB)","₹,14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,94,416 Ratings "
"₹10,999",21% off,"realme C35 (Glowing Black, 64 GB)","₹,13,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,71,600 Ratings "
"₹10,999",21% off,"realme C35 (Glowing Green, 64 GB)","₹,13,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,71,600 Ratings "
"₹11,999",20% off,"realme C35 (Glowing Green, 128 GB)","₹,14,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,71,600 Ratings "
"₹9,299",38% off,"REDMI 10 (Shadow Black, 64 GB)","₹,14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,94,416 Ratings "
"₹14,999",37% off,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","₹,23,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase","1,63,114 Ratings "
"₹9,299",38% off,"REDMI 10 (Midnight Black, 64 GB)","₹,14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,94,416 Ratings "
"₹11,999",20% off,"realme C35 (Glowing Black, 128 GB)","₹,14,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","1,71,600 Ratings "
"₹65,999",17% off,"APPLE iPhone 14 (Purple, 128 GB)","₹,79,900",4.7,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","18,711 Ratings "
"₹14,999",37% off,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","₹,23,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase","1,63,114 Ratings "
"₹14,499",27% off,"vivo T1 44W (Starry Sky, 128 GB)","₹,19,990",4.5,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","91,960 Ratings "
"₹14,499",27% off,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹,19,990",4.5,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","91,960 Ratings "
"₹15,999",23% off,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹,20,990",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,1 Year Handset and 6 Months Accessories","52,575 Ratings "
"₹10,799",36% off,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","₹,16,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
"₹14,999",37% off,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","₹,23,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase","1,63,114 Ratings "
"₹65,999",17% off,"APPLE iPhone 14 (Blue, 128 GB)","₹,79,900",4.7,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","18,711 Ratings "
"₹10,799",36% off,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)","₹,16,999",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase","1,26,622 Ratings "
